"OP","OP_DESC","OP_C"
94.49,"OTHER COUNSELLING                             ",94.49
94.51,"REFERRAL FOR PSYCHOTHER                       ",94.51
94.52,"REFERRAL PSYCH AFTERCARE                      ",94.52
94.53,"REFERRAL ALCOHOL REHAB                        ",94.53
94.54,"REFERRAL FOR DRUG REHAB                       ",94.54
94.55,"REFERRAL VOCATION REHAB                       ",94.55
94.59,"REFERRAL PSYCH REHAB NEC                      ",94.59
94.61,"ALCOHOL REHABILITATION                        ",94.61
94.62,"ALCOHOL DETOXIFICATION                        ",94.62
94.63,"ALCOHOL REHAB/DETOX                           ",94.63
94.64,"DRUG REHABILITATION                           ",94.64
94.65,"DRUG DETOXIFICATION                           ",94.65
94.66,"DRUG REHAB/DETOXIFICA                         ",94.66
94.67,"ALC/DRUG REHABILITATION                       ",94.67
94.68,"ALC/DRUG DETOXIFICATION                       ",94.68
94.69,"ALC/DRUG REHAB/DETOX                          ",94.69
95.01,"LIMITED EYE EXAMINATION                       ",95.01
95.02,"COMPREHENSIVE EYE EXAM                        ",95.02
95.03,"EXTENDED OPHTHAL WORK-UP                      ",95.03
95.04,"ANESTHETIZED EYE EXAM                         ",95.04
95.05,"VISUAL FIELD STUDY                            ",95.05
95.06,"COLOR VISION STUDY                            ",95.06
95.07,"DARK ADAPTATION STUDY                         ",95.07
95.09,"EYE EXAMINATION NOS                           ",95.09
95.11,"FUNDUS PHOTOGRAPHY                            ",95.11
95.12,"EYE FLUORESCEIN ANGIOGRA                      ",95.12
95.13,"ULTRASOUND STUDY OF EYE                       ",95.13
95.14,"X-RAY STUDY OF EYE                            ",95.14
95.15,"OCULAR MOTILITY STUDY                         ",95.15
95.16,"P32 & EYE TRACER NEC                          ",95.16
95.21,"ELECTRORETINOGRAM                             ",95.21
95.22,"ELECTRO-OCULOGRAM                             ",95.22
95.23,"VISUAL EVOKED POTENTIAL                       ",95.23
95.24,"ELECTRONYSTAGMOGRAM                           ",95.24
95.25,"ELECTROMYOGRAM OF EYE                         ",95.25
95.26,"GLAUCOMA TESTING                              ",95.26
95.31,"SPECTACLE FIT & DISPENSE                      ",95.31
95.32,"PRESCR/FIT/DISP CONTACTS                      ",95.32
95.33,"OTH LO VISION AID DISPEN                      ",95.33
95.34,"OCULAR PROSTHETICS                            ",95.34
95.35,"ORTHOPTIC TRAINING                            ",95.35
95.36,"OPHTH COUNSEL & INSTRUCT                      ",95.36
95.41,"AUDIOMETRY                                    ",95.41
95.42,"CLINICAL HEARING TEST                         ",95.42
95.43,"AUDIOLOGICAL EVALUATION                       ",95.43
95.44,"CLIN VESTIBUL FUNCT TEST                      ",95.44
95.45,"ROTATION TESTS                                ",95.45
95.46,"AUDIT & VESTIB TEST NEC                       ",95.46
95.47,"HEARING EXAMINATION NOS                       ",95.47
95.48,"FITTING OF HEARING AID                        ",95.48
95.49,"NON-OP HEARING PROC NEC                       ",95.49
96.01,"INSERT NASOPHARYN AIRWAY                      ",96.01
96.02,"INSERT OROPHARYN AIRWAY                       ",96.02
96.03,"INSERT ESOPH OBTU AIRWAY                      ",96.03
96.04,"INSERT ENDOTRACHEAL TUBE                      ",96.04
96.05,"RESP TRACT INTUBAT NEC                        ",96.05
96.06,"INSERT SENGSTAKEN TUBE                        ",96.06
96.07,"INSERT GASTRIC TUBE NEC                       ",96.07
96.08,"INSERT INTESTINAL TUBE                        ",96.08
96.09,"INSERT RECTAL TUBE                            ",96.09
96.11,"PACK EXT AUDITORY CANAL                       ",96.11
96.14,"VAGINAL PACKING                               ",96.14
96.15,"VAGINAL MOLD INSERTION                        ",96.15
96.16,"OTHER VAGINAL DILATION                        ",96.16
96.17,"VAG DIAPHRAGM INSERTION                       ",96.17
96.18,"OTH VAGIN PESSARY INSERT                      ",96.18
96.19,"RECTAL PACKING                                ",96.19
96.21,"DILAT FRONTONASAL DUCT                        ",96.21
96.22,"DILATION OF RECTUM                            ",96.22
96.23,"DILATION ANAL SPHINCTER                       ",96.23
96.24,"DILAT ENTEROSTOMY STOMA                       ",96.24
96.25,"THERAPEUT DISTENT BLADD                       ",96.25
96.26,"MANUAL REDUC RECT PROLAP                      ",96.26
96.27,"MANUAL REDUCTION HERNIA                       ",96.27
96.28,"MANL REDUCT STOMA PROLAP                      ",96.28
96.31,"GASTRIC COOLING                               ",96.31
96.32,"GASTRIC FREEZING                              ",96.32
96.33,"GASTRIC LAVAGE                                ",96.33
96.34,"GASTRIC TUBE IRRIGAT NEC                      ",96.34
96.35,"GASTRIC GAVAGE                                ",96.35
96.36,"GI OSTOMY IRRIGATION                          ",96.36
96.37,"PROCTOCLYSIS                                  ",96.37
96.38,"IMPACTED FECES REMOVAL                        ",96.38
96.39,"OTHER TRANSANAL ENEMA                         ",96.39
96.41,"BILIARY TUBE IRRIGATION                       ",96.41
96.42,"PANCREATIC TUBE IRRIGAT                       ",96.42
96.43,"GI TRACT INSTILLAT NEC                        ",96.43
96.44,"VAGINAL DOUCHE                                ",96.44
96.45,"NEPHROST/PYELOST IRRIGAT                      ",96.45
96.46,"URTEROST/URETE CTH IRRIG                      ",96.46
96.47,"CYSTOSTOMY IRRIGATION                         ",96.47
96.48,"INDWELL CATH IRRIG NEC                        ",96.48
96.49,"OTHER GU INSTILLATION                         ",96.49
96.51,"IRRIGATION OF EYE                             ",96.51
96.52,"IRRIGATION OF EAR                             ",96.52
96.53,"IRRIGATION OF NASAL PASS                      ",96.53
96.54,"DENTAL SCALING & DEBRIDE                      ",96.54
96.55,"TRACHEOSTOMY TOILETTE                         ",96.55
96.56,"BRONCH/TRACH LAVAGE NEC                       ",96.56
96.57,"VASCULAR CATH IRRIGATION                      ",96.57
96.58,"WOUND CATHETER IRRIGAT                        ",96.58
96.59,"WOUND IRRIGATION NEC                          ",96.59
96.6,"ENTERAL NUTRITION                             ",96.6
96.7,"CONT MECH VENT-TIME NOS                       ",96.7
96.71,"CONT MECH VENT-<96 HOURS                      ",96.71
96.72,"CONT MECH VENT->95 HOURS                      ",96.72
97.01,"REPLACE GAST/ESOPH TUBE                       ",97.01
97.02,"REPLACE GASTROSTOMY TUBE                      ",97.02
97.03,"REPLACE SMALL BOWEL TUBE                      ",97.03
97.04,"REPLACE LARGE BOWEL TUBE                      ",97.04
97.05,"REPLAC PANCR/BLIAR STENT                      ",97.05
97.11,"REPLACE UPPER LIMB CAST                       ",97.11
97.12,"REPLACE LOWER LIMB CAST                       ",97.12
97.13,"REPLACE CAST NEC                              ",97.13
97.14,"REPLAC M/S IMMOB DEV NEC                      ",97.14
97.15,"REPLACE WOUND CATHETER                        ",97.15
97.16,"REPLACE WOUND PACK/DRAIN                      ",97.16
97.21,"REPLACE NASAL PACKING                         ",97.21
97.22,"REPLACE DENTAL PACKING                        ",97.22
97.23,"REPLACE TRACH TUBE                            ",97.23
97.24,"REPLACE VAG DIAPHRAGM                         ",97.24
97.25,"REPLACE VAGINAL PESSARY                       ",97.25
97.26,"REPLACE VAG/VULV PACKING                      ",97.26
97.29,"NON-OP REPLACEMENT NEC                        ",97.29
97.31,"REMOVE EYE PROSTHESIS                         ",97.31
97.32,"REMOVE NASAL PACKING                          ",97.32
97.33,"REMOVE DENTAL WIRING                          ",97.33
97.34,"REMOVE DENTAL PACKING                         ",97.34
97.35,"REMOVE DENTAL PROSTHESIS                      ",97.35
97.36,"REMOVE EXT MAND FIX DEV                       ",97.36
97.37,"REMOVE TRACHEOSTOMY TUBE                      ",97.37
97.38,"REMOVE HEAD/NECK SUTURES                      ",97.38
97.39,"REMOVE HEAD/NECK DEV NEC                      ",97.39
97.41,"REMOV THORACOTOMY TUBE                        ",97.41
97.42,"REMOV MEDIASTINAL DRAIN                       ",97.42
97.43,"REMOV THORAX SUTURES                          ",97.43
97.49,"REMOV THOR THER DEV NEC                       ",97.49
97.51,"REMOV GASTROSTOMY TUBE                        ",97.51
97.52,"REMOV SMALL BOWEL TUBE                        ",97.52
97.53,"REMOV LARGE BOWEL TUBE                        ",97.53
97.54,"REMOV CHOLECYSTOST TUBE                       ",97.54
97.55,"REMOV BILIARY/LIVER TUBE                      ",97.55
97.56,"REMOV PANCREATIC TUBE                         ",97.56
97.59,"REMOV OTHER GI DEVICE                         ",97.59
97.61,"REMOV PYELOS/NEPHROS TUB                      ",97.61
97.62,"REMOV URETERAL DRAIN                          ",97.62
97.63,"REMOV CYSTOSTOMY TUBE                         ",97.63
97.64,"REMOV URIN DRAINAGE NEC                       ",97.64
97.65,"REMOV URETHRAL STENT                          ",97.65
97.69,"REMOV OTHER URIN DEVICE                       ",97.69
97.71,"REMOVAL IUD                                   ",97.71
97.72,"REMOV INTRAUTERINE PACK                       ",97.72
97.73,"REMOV VAGINAL DIAPHRAGM                       ",97.73
97.74,"REMOVAL OTH VAG PESSARY                       ",97.74
97.75,"REMOV VAG/VULV PACKING                        ",97.75
97.79,"REMOV OTHER GENIT DEVICE                      ",97.79
97.81,"REMOV RETROPERITON DRAIN                      ",97.81
97.82,"REMOV PERITONEAL DRAIN                        ",97.82
97.83,"REMOV ABDOM WALL SUTURE                       ",97.83
97.84,"REMOV TRUNK SUTURE NEC                        ",97.84
97.85,"REMOV TRUNK PACKING NEC                       ",97.85
97.86,"REMOV ABDOMEN DEVICE NEC                      ",97.86
97.87,"REMOV TRUNK DEVICE NEC                        ",97.87
97.88,"REMOV EXT IMMOBILIZATION                      ",97.88
97.89,"REMOV THERAPEUT DEV NEC                       ",97.89
98.01,"REMOV INTRALUM MOUTH FB                       ",98.01
98.02,"REMOV INTRALUM ESOPH FB                       ",98.02
98.03,"REMOV INTRALUM GASTR FB                       ",98.03
98.04,"REMOV INTRALUM COLON FB                       ",98.04
98.05,"REMOV INTRALUM RECT FB                        ",98.05
98.11,"REMOV INTRALUM EAR FB                         ",98.11
98.12,"REMOV INTRALUM NOSE FB                        ",98.12
98.13,"REMOV INTRALUM PHARYN FB                      ",98.13
98.14,"REMOV INTRALUM LARYN FB                       ",98.14
98.15,"REMOV INTRALUM TRACH FB                       ",98.15
98.16,"REMOV INTRALUM UTER FB                        ",98.16
98.17,"REMOV INTRALUM VAG FB                         ",98.17
98.18,"REMOV INTRALUM STOMA FB                       ",98.18
98.19,"REMOVE INTRALUM URETH FB                      ",98.19
98.2,"REMOVAL OF FB NOS                             ",98.2
98.21,"REMOVAL SUPERFIC FB EYE                       ",98.21
98.22,"REMOVAL HEAD/NECK FB                          ",98.22
98.23,"REMOVAL VULVAR FB                             ",98.23
98.24,"REMOVAL SCROTAL/PENIS FB                      ",98.24
98.25,"REMOVAL TRUNK FB NEC                          ",98.25
98.26,"REMOVAL FB FROM HAND                          ",98.26
98.27,"REMOVAL FB FROM ARM                           ",98.27
98.28,"REMOVAL FB FROM FOOT                          ",98.28
98.29,"REMOVAL FB FROM LEG                           ",98.29
98.51,"RENAL/URETER/BLADDR ESWL                      ",98.51
98.52,"BILIARY TRACT ESWL                            ",98.52
98.59,"ESWL SITE NEC                                 ",98.59
99.01,"EXCHANGE TRANSFUSION                          ",99.01
99.02,"WHOLE BLOOD AUTOTRANSFUS                      ",99.02
99.03,"WHOLE BLOOD TRANSFUS NEC                      ",99.03
99.04,"PACKED CELL TRANSFUSION                       ",99.04
99.05,"PLATELET TRANSFUSION                          ",99.05
99.06,"COAG FACTOR TRANSFUSION                       ",99.06
99.07,"SERUM TRANSFUSION NEC                         ",99.07
99.08,"BLOOD EXPANDER TRANSFUS                       ",99.08
99.09,"TRANSFUSION NEC                               ",99.09
99.11,"INJECT RH IMMUNE GLOBUL                       ",99.11
99.12,"ALLERGY IMMUNIZATION                          ",99.12
99.13,"AUTOIMMUNE DIS IMMUNIZAT                      ",99.13
99.14,"INJECT GAMMA GLOBULIN                         ",99.14
99.15,"PARENTERAL NUTRITION                          ",99.15
99.16,"INJECT ANTIDOTE                               ",99.16
99.17,"INJECT INSULIN                                ",99.17
99.18,"INJECT/INFUSE ELECTROLYT                      ",99.18
99.19,"INJECT ANTICOAGULANT                          ",99.19
99.21,"INJECT ANTIBIOTIC                             ",99.21
99.22,"INJECT ANTI-INFECT NEC                        ",99.22
99.23,"INJECT STEROID                                ",99.23
99.24,"INJECT HORMONE NEC                            ",99.24
99.25,"INJECT CA CHEMOTHER AGNT                      ",99.25
99.26,"INJECT TRANQUILIZER                           ",99.26
99.27,"IONTOPHORESIS                                 ",99.27
99.29,"INJECT/INFUSE NEC                             ",99.29
99.31,"CHOLERA VACCINATION                           ",99.31
99.32,"TYPHOID/PARATYPHOID VACC                      ",99.32
99.33,"TUBERCULOSIS VACCINATION                      ",99.33
99.34,"PLAGUE VACCINATION                            ",99.34
99.35,"TULAREMIA VACCINATION                         ",99.35
99.36,"DIPHTHERIA TOXOID ADMIN                       ",99.36
99.37,"PERTUSSIS VACCINATION                         ",99.37
99.38,"TETANUS TOXOID ADMINIST                       ",99.38
99.39,"DPT ADMINISTRATION                            ",99.39
99.41,"POLIO VACCINE ADMINISTRA                      ",99.41
99.42,"SMALLPOX VACCINATION                          ",99.42
99.43,"YELLOW FEVER VACCINATION                      ",99.43
99.44,"RABIES VACCINATION                            ",99.44
99.45,"MEASLES VACCINATION                           ",99.45
99.46,"MUMPS VACCINATION                             ",99.46
99.47,"RUBELLA VACCINATION                           ",99.47
99.48,"MMR ADMINISTRATION                            ",99.48
99.51,"COMMON COLD VACCINATION                       ",99.51
99.52,"INFLUENZA VACCINATION                         ",99.52
99.53,"ARBOVIRUS ENCEPH VACCIN                       ",99.53
99.54,"ARBOVIRUS VACCINAT NEC                        ",99.54
99.55,"VACCINATION NEC                               ",99.55
99.56,"TETANUS ANTITOXIN ADMINI                      ",99.56
99.57,"BOTULISM ANTITOXIN ADMIN                      ",99.57
99.58,"ANTITOXIN ADMINISTRA NEC                      ",99.58
99.59,"VACCINATION/INNOCULA NEC                      ",99.59
99.6,"CARDIOPULM RESUSCITA NOS                      ",99.6
99.61,"ATRIAL CARDIOVERSION                          ",99.61
99.62,"HEART COUNTERSHOCK NEC                        ",99.62
99.63,"CLOSED CHEST CARD MASSAG                      ",99.63
99.64,"CAROTID SINUS STIUMLAT                        ",99.64
99.69,"CARDIAC RHYTHM CONV NEC                       ",99.69
99.71,"THERAPEUTIC PLASMAPHERES                      ",99.71
99.72,"THERAPEUTC LEUKOPHERESIS                      ",99.72
99.73,"THERA ERYTHROCYTAPHRESIS                      ",99.73
99.74,"THERAPU PLATELETPHERESIS                      ",99.74
99.79,"THERAPEUTC APHERESIS NEC                      ",99.79
99.81,"HYPOTHERMIA                                   ",99.81
99.82,"ULTRAVIOLET LIGHT THERAP                      ",99.82
99.83,"OTHER PHOTOTHERAPY                            ",99.83
99.84,"ISOLATION                                     ",99.84
