"DIAG","DIAG_DESC","DIAG_C","DIAG_5"
863,"DESCENDING COLON INJ-OPN                   ",863.53,86353
863,"SIGMOID COLON INJ-OPEN                     ",863.54,86354
863,"RECTUM INJURY-OPEN                         ",863.55,86355
863,"COLON INJ MULT SITE-OPEN                   ",863.56,86356
863,"COLON INJURY NEC-OPEN                      ",863.59,86359
863,"GI INJURY NOS-CLOSED                       ",863.8,86380
863,"PANCREAS",NA,NA
863,"PANCREAS",NA,NA
863,"PANCREAS",NA,NA
863,"PANCREAS INJURY NOS-CLOS                   ",863.84,86384
863,"APPENDIX INJURY-CLOSED                     ",863.85,86385
863,"GI INJURY NEC-CLOSED                       ",863.89,86389
863,"GI INJURY NOS-OPEN                         ",863.9,86390
863,"PANCREAS",NA,NA
863,"PANCREAS",NA,NA
863,"PANCREAS",NA,NA
863,"PANCREAS INJURY NOS-OPEN                   ",863.94,86394
863,"APPENDIX INJURY-OPEN                       ",863.95,86395
863,"GI INJURY NEC-OPEN                         ",863.99,86399
864,"LIVER INJURY NOS-CLOSED                    ",864,86400
864,"LIVER HEMATOMA/CONTUSION                   ",864.01,86401
864,"LIVER LACERATION",NA,NA
864,"LIVER LACERATION",NA,NA
864,"LIVER LACERATION",NA,NA
864,"LIVER LACERATION NOS                       ",864.05,86405
864,"LIVER INJURY NEC-CLOSED                    ",864.09,86409
864,"LIVER INJURY NOS-OPEN                      ",864.1,86410
864,"LIVER HEMATOM/CONTUS-OPN                   ",864.11,86411
864,"LIVER LACERAT",NA,NA
864,"LIVER LACERAT",NA,NA
864,"LIVER LACERAT",NA,NA
864,"LIVER LACERAT'N NOS-OPEN                   ",864.15,86415
864,"LIVER INJURY NEC-OPEN                      ",864.19,86419
865,"SPLEEN INJURY NOS-CLOSED                   ",865,86500
865,"SPLEEN HEMATOMA-CLOSED                     ",865.01,86501
865,"SPLEEN CAPSULAR TEAR                       ",865.02,86502
865,"SPLEEN PARENCHYMA LACER                    ",865.03,86503
865,"SPLEEN DISRUPTION-CLOS                     ",865.04,86504
865,"SPLEEN INJURY NEC-CLOSED                   ",865.09,86509
865,"SPLEEN INJURY NOS-OPEN                     ",865.1,86510
865,"SPLEEN HEMATOMA-OPEN                       ",865.11,86511
865,"SPLEEN CAPSULAR TEAR-OPN                   ",865.12,86512
865,"SPLEEN PARNCHYM LAC-OPN                    ",865.13,86513
865,"SPLEEN DISRUPTION-OPEN                     ",865.14,86514
865,"SPLEEN INJURY NEC-OPEN                     ",865.19,86519
866,"KIDNEY INJURY NOS-CLOSED                   ",866,86600
866,"KIDNEY HEMATOMA-CLOSED                     ",866.01,86601
866,"KIDNEY LACERATION-CLOSED                   ",866.02,86602
866,"KIDNEY DISRUPTION-CLOSED                   ",866.03,86603
866,"KIDNEY INJURY NOS-OPEN                     ",866.1,86610
866,"KIDNEY HEMATOMA-OPEN                       ",866.11,86611
866,"KIDNEY LACERATION-OPEN                     ",866.12,86612
866,"KIDNEY DISRUPTION-OPEN                     ",866.13,86613
867,"BLADDER/URETHRA INJ-CLOS                   ",867,8670
867,"BLADDER/URETHRA INJ-OPEN                   ",867.1,8671
867,"URETER INJURY-CLOSED                       ",867.2,8672
867,"URETER INJURY-OPEN                         ",867.3,8673
867,"UTERUS INJURY-CLOSED                       ",867.4,8674
867,"UTERUS INJURY-OPEN                         ",867.5,8675
867,"PELVIC ORGAN INJ NEC-CL                    ",867.6,8676
867,"PELVIC ORGAN INJ NEC-OPN                   ",867.7,8677
867,"PELVIC ORGAN INJ NOS-CL                    ",867.8,8678
867,"PELVIC ORGAN INJ NOS-OPN                   ",867.9,8679
868,"INTRA-ABDOM INJ NOS-CLOS                   ",868,86800
868,"ADRENAL GLAND INJURY-CL                    ",868.01,86801
868,"BILIARY TRACT INJURY-CL                    ",868.02,86802
868,"PERITONEUM INJURY-CLOSED                   ",868.03,86803
868,"RETROPERITONEUM INJ-CL                     ",868.04,86804
868,"INTRA-ABDOM INJ NEC-CLOS                   ",868.09,86809
868,"INTRA-ABDOM INJ NOS-OPEN                   ",868.1,86810
868,"ADRENAL GLAND INJURY-OPN                   ",868.11,86811
868,"BILIARY TRACT INJURY-OPN                   ",868.12,86812
868,"PERITONEUM INJURY-OPEN                     ",868.13,86813
868,"RETROPERITONEUM INJ-OPEN                   ",868.14,86814
868,"INTRA-ABDOM INJ NEC-OPEN                   ",868.19,86819
869,"INTERNAL INJ NOS-CLOSED                    ",869,8690
869,"INTERNAL INJURY NOS-OPEN                   ",869.1,8691
870,"LAC EYELID SKN/PERIOCULR                   ",870,8700
870,"FULL-THICKNES LAC EYELID                   ",870.1,8701
870,"LAC EYELID INV LACRM PAS                   ",870.2,8702
870,"PENETR WND ORBIT W/O FB                    ",870.3,8703
870,"PENETRAT WND ORBIT W FB                    ",870.4,8704
870,"OPN WND OCULAR ADNEX NEC                   ",870.8,8708
870,"OPN WND OCULAR ADNEX NOS                   ",870.9,8709
871,"OCULAR LAC W/O PROLAPSE                    ",871,8710
871,"OCULAR LACERA W PROLAPSE                   ",871.1,8711
871,"RUPTURE EYE W TISSU LOSS                   ",871.2,8712
871,"AVULSION OF EYE                            ",871.3,8713
871,"LACERATION OF EYE NOS                      ",871.4,8714
871,"PENETRAT MAGNET FB EYE                     ",871.5,8715
871,"PENETRAT FB NEC EYE                        ",871.6,8716
871,"OCULAR PENETRATION NOS                     ",871.7,8717
871,"OPN WOUND OF EYEBALL NOS                   ",871.9,8719
872,"OPN WOUND EXTERN EAR NOS                   ",872,87200
872,"OPEN WOUND OF AURICLE                      ",872.01,87201
872,"OPN WOUND AUDITORY CANAL                   ",872.02,87202
872,"OPN WND EX EAR NOS-COMPL                   ",872.1,87210
872,"OPEN WOUND AURICLE-COMPL                   ",872.11,87211
872,"OPEN WND AUD CANAL-COMPL                   ",872.12,87212
872,"OPEN WOUND OF EAR DRUM                     ",872.61,87261
872,"OPEN WOUND OF OSSICLES                     ",872.62,87262
872,"OPEN WND EUSTACHIAN TUBE                   ",872.63,87263
872,"OPEN WOUND OF COCHLEA                      ",872.64,87264
872,"OPEN WOUND OF EAR NEC                      ",872.69,87269
872,"OPEN WND EAR DRUM-COMPL                    ",872.71,87271
872,"OPEN WND OSSICLES-COMPL                    ",872.72,87272
872,"OPN WND EUSTACH TB-COMPL                   ",872.73,87273
872,"OPEN WOUND COCHLEA-COMPL                   ",872.74,87274
872,"OPEN WOUND EAR NEC-COMPL                   ",872.79,87279
872,"OPEN WOUND OF EAR NOS                      ",872.8,8728
872,"OPEN WOUND EAR NOS-COMPL                   ",872.9,8729
873,"OPEN WOUND OF SCALP                        ",873,8730
873,"OPEN WOUND SCALP-COMPL                     ",873.1,8731
873,"OPEN WOUND OF NOSE NOS                     ",873.2,87320
873,"OPEN WOUND NASAL SEPTUM                    ",873.21,87321
873,"OPEN WOUND NASAL CAVITY                    ",873.22,87322
873,"OPEN WOUND NASAL SINUS                     ",873.23,87323
873,"MULT OPEN WOUND NOSE                       ",873.29,87329
873,"OPEN WND NOSE NOS-COMPL                    ",873.3,87330
873,"OPN WND NAS SEPTUM-COMPL                   ",873.31,87331
873,"OPEN WND NASAL CAV-COMPL                   ",873.32,87332
873,"OPEN WND NAS SINUS-COMPL                   ",873.33,87333
873,"MULT OPEN WND NOSE-COMPL                   ",873.39,87339
873,"OPEN WOUND OF FACE NOS                     ",873.4,87340
873,"OPEN WOUND OF CHEEK                        ",873.41,87341
873,"OPEN WOUND OF FOREHEAD                     ",873.42,87342
873,"OPEN WOUND OF LIP                          ",873.43,87343
873,"OPEN WOUND OF JAW                          ",873.44,87344
873,"OPEN WOUND OF FACE NEC                     ",873.49,87349
873,"OPEN WND FACE NOS-COMPL                    ",873.5,87350
873,"OPEN WOUND CHEEK-COMPL                     ",873.51,87351
873,"OPEN WND FOREHEAD-COMPL                    ",873.52,87352
873,"OPEN WOUND LIP-COMPLICAT                   ",873.53,87353
873,"OPEN WOUND JAW-COMPLICAT                   ",873.54,87354
873,"OPEN WND FACE NEC-COMPL                    ",873.59,87359
873,"OPEN WOUND OF MOUTH NOS                    ",873.6,87360
873,"OPEN WOUND BUCCAL MUCOSA                   ",873.61,87361
873,"OPEN WOUND OF GUM                          ",873.62,87362
873,"BROKEN TOOTH                               ",873.63,87363
873,"OPN WND TONGUE/MOUTH FLR                   ",873.64,87364
873,"OPEN WOUND OF PALATE                       ",873.65,87365
873,"OPEN WOUND MOUTH NEC                       ",873.69,87369
873,"OPEN WND MOUTH NOS-COMPL                   ",873.7,87370
873,"OPN WND BUC MUCOSA-COMPL                   ",873.71,87371
873,"OPEN WOUND GUM-COMPL                       ",873.72,87372
873,"BROKEN TOOTH-COMPLICATED                   ",873.73,87373
873,"OPEN WOUND TONGUE-COMPL                    ",873.74,87374
873,"OPEN WOUND PALATE-COMPL                    ",873.75,87375
873,"OPEN WND MOUTH NOS-COMPL                   ",873.79,87379
873,"OPEN WOUND OF HEAD NEC                     ",873.8,8738
873,"OPEN WND HEAD NEC-COMPL                    ",873.9,8739
874,"OPN WND LARYNX W TRACHEA                   ",874,87400
874,"OPEN WOUND OF LARYNX                       ",874.01,87401
874,"OPEN WOUND OF TRACHEA                      ",874.02,87402
874,"OPN WND LARY W TRAC-COMP                   ",874.1,87410
874,"OPEN WOUND LARYNX-COMPL                    ",874.11,87411
874,"OPEN WOUND TRACHEA-COMPL                   ",874.12,87412
874,"OPEN WOUND THYROID GLAND                   ",874.2,8742
874,"OPEN WOUND THYROID-COMPL                   ",874.3,8743
874,"OPEN WOUND OF PHARYNX                      ",874.4,8744
874,"OPEN WOUND PHARYNX-COMPL                   ",874.5,8745
874,"OPEN WOUND OF NECK NEC                     ",874.8,8748
874,"OPN WOUND NECK NEC-COMPL                   ",874.9,8749
875,"OPEN WOUND OF CHEST                        ",875,8750
875,"OPEN WOUND CHEST-COMPL                     ",875.1,8751
876,"OPEN WOUND OF BACK                         ",876,8760
876,"OPEN WOUND BACK-COMPL                      ",876.1,8761
877,"OPEN WOUND OF BUTTOCK                      ",877,8770
877,"OPEN WOUND BUTTOCK-COMPL                   ",877.1,8771
878,"OPEN WOUND OF PENIS                        ",878,8780
878,"OPEN WOUND PENIS-COMPL                     ",878.1,8781
878,"OPN WOUND SCROTUM/TESTES                   ",878.2,8782
878,"OPN WND SCROT/TEST-COMPL                   ",878.3,8783
878,"OPEN WOUND OF VULVA                        ",878.4,8784
878,"OPEN WOUND VULVA-COMPL                     ",878.5,8785
878,"OPEN WOUND OF VAGINA                       ",878.6,8786
878,"OPEN WOUND VAGINA-COMPL                    ",878.7,8787
878,"OPEN WOUND GENITAL NEC                     ",878.8,8788
878,"OPN WND GENITAL NEC-COMP                   ",878.9,8789
879,"OPEN WOUND OF BREAST                       ",879,8790
879,"OPEN WOUND BREAST-COMPL                    ",879.1,8791
879,"OPN WND ANTERIOR ABDOMEN                   ",879.2,8792
879,"OPN WND ANT ABDOMEN-COMP                   ",879.3,8793
879,"OPN WND LATERAL ABDOMEN                    ",879.4,8794
879,"OPN WND LAT ABDOMEN-COMP                   ",879.5,8795
879,"OPEN WOUND OF TRUNK NEC                    ",879.6,8796
879,"OPEN WND TRUNK NEC-COMPL                   ",879.7,8797
879,"OPEN WOUND SITE NOS                        ",879.8,8798
879,"OPN WOUND SITE NOS-COMPL                   ",879.9,8799
880,"OPEN WOUND OF SHOULDER                     ",880,88000
880,"OPEN WOUND OF SCAPULA                      ",880.01,88001
880,"OPEN WOUND OF AXILLA                       ",880.02,88002
880,"OPEN WOUND OF UPPER ARM                    ",880.03,88003
880,"MULT OPEN WOUND SHOULDER                   ",880.09,88009
880,"OPEN WND SHOULDER-COMPL                    ",880.1,88010
880,"OPEN WOUND SCAPULA-COMPL                   ",880.11,88011
880,"OPEN WOUND AXILLA-COMPL                    ",880.12,88012
880,"OPEN WND UPPER ARM-COMPL                   ",880.13,88013
880,"MULT OPN WND SHOULD-COMP                   ",880.19,88019
880,"OPN WND SHOULDR W TENDON                   ",880.2,88020
880,"OPN WND SCAPULA W TENDON                   ",880.21,88021
880,"OPEN WND AXILLA W TENDON                   ",880.22,88022
880,"OPEN WND UP ARM W TENDON                   ",880.23,88023
880,"MLT OPN WND SHLDR W TEND                   ",880.29,88029
881,"OPEN WOUND OF FOREARM                      ",881,88100
881,"OPEN WOUND OF ELBOW                        ",881.01,88101
881,"OPEN WOUND OF WRIST                        ",881.02,88102
881,"OPEN WOUND FOREARM-COMPL                   ",881.1,88110
881,"OPEN WOUND ELBOW-COMPLIC                   ",881.11,88111
881,"OPEN WOUND WRIST-COMPLIC                   ",881.12,88112
881,"OPEN WND FOREARM W TENDN                   ",881.2,88120
881,"OPN WOUND ELBOW W TENDON                   ",881.21,88121
881,"OPN WOUND WRIST W TENDON                   ",881.22,88122
882,"OPEN WOUND OF HAND                         ",882,8820
882,"OPN WOUND HAND-COMPLICAT                   ",882.1,8821
882,"OPEN WOUND HAND W TENDON                   ",882.2,8822
883,"OPEN WOUND OF FINGER                       ",883,8830
883,"OPEN WOUND FINGER-COMPL                    ",883.1,8831
883,"OPEN WND FINGER W TENDON                   ",883.2,8832
884,"OPEN WOUND ARM MULT/NOS                    ",884,8840
884,"OPEN WOUND ARM NOS-COMPL                   ",884.1,8841
884,"OPN WND ARM NOS W TENDON                   ",884.2,8842
885,"AMPUTATION THUMB                           ",885,8850
885,"AMPUTATION THUMB-COMPL                     ",885.1,8851
886,"AMPUTATION FINGER                          ",886,8860
886,"AMPUTATION FINGER-COMPL                    ",886.1,8861
887,"AMPUT BELOW ELB",NA,NA
887,"AMP BELOW ELB",NA,NA
887,"AMPUT ABV ELBOW",NA,NA
887,"AMPUT ABV ELB",NA,NA
887,"AMPUTAT ARM",NA,NA
887,"AMPUT ARM",NA,NA
887,"AMPUTATION ARM",NA,NA
887,"AMPUTAT ARM",NA,NA
890,"OPEN WOUND OF HIP/THIGH                    ",890,8900
890,"OPEN WND HIP/THIGH-COMPL                   ",890.1,8901
890,"OPN WND HIP/THIGH W TEND                   ",890.2,8902
891,"OPEN WND KNEE/LEG/ANKLE                    ",891,8910
891,"OPEN WND KNEE/LEG-COMPL                    ",891.1,8911
891,"OPN WND KNEE/LEG W TENDN                   ",891.2,8912
892,"OPEN WOUND OF FOOT                         ",892,8920
892,"OPEN WOUND FOOT-COMPL                      ",892.1,8921
892,"OPEN WOUND FOOT W TENDON                   ",892.2,8922
893,"OPEN WOUND OF TOE                          ",893,8930
893,"OPEN WOUND TOE-COMPL                       ",893.1,8931
893,"OPEN WOUND TOE W TENDON                    ",893.2,8932
894,"OPEN WOUND OF LEG NEC                      ",894,8940
894,"OPEN WOUND LEG NEC-COMPL                   ",894.1,8941
894,"OPN WND LEG NEC W TENDON                   ",894.2,8942
895,"AMPUTATION TOE                             ",895,8950
895,"AMPUTATION TOE-COMPLICAT                   ",895.1,8951
896,"AMPUTATION FOOT",NA,NA
896,"AMPUT FOOT",NA,NA
896,"AMPUTATION FOOT",NA,NA
896,"AMPUTAT FOOT",NA,NA
897,"AMPUT BELOW KNEE",NA,NA
897,"AMPUTAT BK",NA,NA
897,"AMPUT ABOVE KNEE",NA,NA
897,"AMPUT ABV KN",NA,NA
897,"AMPUTAT LEG",NA,NA
897,"AMPUT LEG",NA,NA
897,"AMPUTATION LEG",NA,NA
897,"AMPUTAT LEG",NA,NA
900,"INJUR CAROTID ARTERY NOS                   ",900,90000
900,"INJ COMMON CAROTID ARTER                   ",900.01,90001
900,"INJ EXTERNAL CAROTID ART                   ",900.02,90002
900,"INJ INTERNAL CAROTID ART                   ",900.03,90003
900,"INJ INTERNL JUGULAR VEIN                   ",900.1,9001
900,"INJ EXTERN JUGULAR VEIN                    ",900.81,90081
900,"INJ MLT HEAD/NECK VESSEL                   ",900.82,90082
900,"INJ HEAD/NECK VESSEL NEC                   ",900.89,90089
900,"INJ HEAD/NECK VESSEL NOS                   ",900.9,9009
901,"INJURY THORACIC AORTA                      ",901,9010
901,"INJ INNOMIN/SUBCLAV ART                    ",901.1,9011
901,"INJ SUPERIOR VENA CAVA                     ",901.2,9012
901,"INJ INNOMIN/SUBCLAV VEIN                   ",901.3,9013
901,"INJ PULMONARY VESSEL NOS                   ",901.4,90140
901,"INJURY PULMONARY ARTERY                    ",901.41,90141
901,"INJURY PULMONARY VEIN                      ",901.42,90142
901,"INJ INTERCOSTAL ART/VEIN                   ",901.81,90181
901,"INJ INT MAMMARY ART/VEIN                   ",901.82,90182
901,"INJ MULT THORACIC VESSEL                   ",901.83,90183
901,"INJ THORACIC VESSEL NEC                    ",901.89,90189
901,"INJ THORACIC VESSEL NOS                    ",901.9,9019
902,"INJURY ABDOMINAL AORTA                     ",902,9020
902,"INJ INFER VENA CAVA NOS                    ",902.1,90210
902,"INJURY HEPATIC VEINS                       ",902.11,90211
902,"INJ INFER VENA CAVA NEC                    ",902.19,90219
902,"INJ CELIAC/MESEN ART NOS                   ",902.2,90220
902,"INJURY GASTRIC ARTERY                      ",902.21,90221
902,"INJURY HEPATIC ARTERY                      ",902.22,90222
902,"INJURY SPLENIC ARTERY                      ",902.23,90223
902,"INJURY CELIAC AXIS NEC                     ",902.24,90224
902,"INJ SUPER MESENTERIC ART                   ",902.25,90225
902,"INJ BRNCH SUP MESENT ART                   ",902.26,90226
902,"INJ INFER MESENTERIC ART                   ",902.27,90227
902,"INJ MESENTERIC VESS NEC                    ",902.29,90229
902,"INJ SUPERIOR MESENT VEIN                   ",902.31,90231
902,"INJ INFERIOR MESENT VEIN                   ",902.32,90232
902,"INJURY PORTAL VEIN                         ",902.33,90233
